::ffff:129.211.171.161 - - [03/Jul/2023:00:00:50 +0000] "GET /wp-login.php HTTP/1.1" 404 151 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:00:51 +0000] "GET /?author=1 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:00:53 +0000] "GET /?author=2 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:00:53 +0000] "GET /?author=3 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:00:54 +0000] "GET /?author=4 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:00:54 +0000] "GET /?author=5 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:00:55 +0000] "GET /?author=6 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:10 +0000] "GET /?author=7 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:13 +0000] "GET /?author=8 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:14 +0000] "GET /?author=9 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:16 +0000] "GET /?author=10 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:16 +0000] "GET /?author=11 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:18 +0000] "GET /?author=12 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:19 +0000] "GET /?author=13 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:20 +0000] "GET /?author=14 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:21 +0000] "GET /?author=15 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:24 +0000] "GET /?author=16 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:27 +0000] "GET /?author=17 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:29 +0000] "GET /?author=18 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:30 +0000] "GET /?author=19 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:129.211.171.161 - - [03/Jul/2023:00:01:34 +0000] "GET /?author=20 HTTP/1.1" 200 57394 "-" "Apache-HttpClient/4.5.2 (Java/1.8.0_161)"
::ffff:43.155.118.219 - - [03/Jul/2023:00:08:56 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 160 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
::ffff:40.77.167.184 - - [03/Jul/2023:00:10:46 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36"
::ffff:35.203.210.35 - - [03/Jul/2023:00:13:18 +0000] "GET / HTTP/1.1" 200 57394 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
::ffff:136.24.141.37 - - [03/Jul/2023:00:15:34 +0000] "GET / HTTP/1.1" 200 57394 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
::ffff:136.24.141.37 - - [03/Jul/2023:00:15:34 +0000] "GET /css/wadokikai.css HTTP/1.1" 200 4337 "https://wadokikai.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
::ffff:136.24.141.37 - - [03/Jul/2023:00:15:34 +0000] "GET /js/common.js HTTP/1.1" 200 2255 "https://wadokikai.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
::ffff:136.24.141.37 - - [03/Jul/2023:00:15:34 +0000] "GET /images/wkkpatch22_med.png HTTP/1.1" 200 32301 "https://wadokikai.org/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36"
