::ffff:51.222.253.20 - - [13/Sep/2022:00:06:39 +0000] "GET /contact?s=1&ss=11 HTTP/1.1" 200 9997 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:135.125.244.48 - - [13/Sep/2022:00:15:03 +0000] "POST / HTTP/1.1" 404 140 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:135.125.244.48 - - [13/Sep/2022:00:15:03 +0000] "GET /.env HTTP/1.1" 404 143 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
::ffff:66.249.79.174 - - [13/Sep/2022:00:17:23 +0000] "GET /resources HTTP/1.1" 200 194907 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:143.92.32.88 - - [13/Sep/2022:00:36:28 +0000] "GET / HTTP/1.1" 200 58140 "-" "<title>(.*?)</title>"
::ffff:107.77.213.6 - - [13/Sep/2022:00:37:39 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/40.2  Mobile/15E148 Safari/605.1.15"
::ffff:185.191.171.3 - - [13/Sep/2022:00:39:07 +0000] "GET /zoomlink.php?sessionId=1 HTTP/1.1" 404 151 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:66.249.79.172 - - [13/Sep/2022:00:40:06 +0000] "GET /images/books/bookoffiverings.jpg HTTP/1.1" 200 2940 "-" "Googlebot-Image/1.0"
::ffff:107.77.213.6 - - [13/Sep/2022:00:42:57 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/40.2  Mobile/15E148 Safari/605.1.15"
::ffff:66.249.79.174 - - [13/Sep/2022:00:46:02 +0000] "GET /ads.txt HTTP/1.1" 404 146 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:66.249.79.182 - - [13/Sep/2022:00:46:03 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:66.249.79.191 - - [13/Sep/2022:00:46:03 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:66.249.79.189 - - [13/Sep/2022:00:46:03 +0000] "GET /ads.txt HTTP/1.1" 404 146 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:66.249.79.184 - - [13/Sep/2022:00:46:03 +0000] "GET /ads.txt HTTP/1.1" 404 146 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:66.249.79.165 - - [13/Sep/2022:00:46:03 +0000] "GET /ads.txt HTTP/1.1" 404 146 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
::ffff:185.191.171.26 - - [13/Sep/2022:00:47:18 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:185.191.171.42 - - [13/Sep/2022:00:47:18 +0000] "GET /login.php?sessionId=2 HTTP/1.1" 404 148 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
::ffff:66.220.149.20 - - [13/Sep/2022:00:50:38 +0000] "GET /images/karatebook.jpg HTTP/1.1" 404 160 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
